PC1,PC2,PC3,PC4,PC5,Failure Type
0.6586555373072011,-0.1311643120305994,-0.4472615063526827,0.2022420782241854,-0.1899189944635687,1
-0.521501926679971,-0.4216214260253973,-0.0282272601979581,0.1206523279159452,0.4540573680007117,1
-0.9351895598979972,-0.3931322801088029,-0.6785829827432108,0.0330271865803608,-0.0103104304256767,1
-0.1047650936818845,0.2764535253246054,0.3145560661944601,-0.3614604542648791,-0.1291119791641243,1
-0.3572289190613477,-0.2440098435304533,-0.2956302099347752,-0.3006466847695607,-0.1114666315266034,1
-0.0172507547342866,0.2003756069661207,0.0529796912403401,-0.1336054871304089,-0.3617535949133753,1
0.5767785836936355,-0.0397944235663917,0.1177985425003508,0.0662086963463156,0.1442526141517306,1
0.0040091453080072,0.2378970303665546,-0.1221377621724649,-0.1038474659844804,0.102888407317845,1
0.3238441811414151,-0.4464431998361511,0.0602197769369324,-0.1736068846505971,-0.0850280581854941,1
0.3596530027980701,-0.356252746827214,0.0638377467217924,-0.4708409466186692,-0.556355154086799,1
0.0627474868616343,0.2765894424580151,0.1778216159596243,0.2817100270790306,0.0596830357071599,1
-0.5183526645342986,-0.4360937910200422,-0.0720057277044478,-0.003265056945242,0.1513098039262833,1
-0.0496711553632425,0.3865883088175403,0.326496501536444,-0.3076718981855664,0.1667535560810449,1
-0.1721124348417931,0.1432572298106789,0.0889525988674403,-0.2938032486502654,0.1099875185272065,1
-0.5005294449069793,-0.496008614856049,-0.127877438427453,0.1969188145730865,0.1494672534574631,1
0.0993710706110039,0.3278307605891691,-0.1725823030296822,0.0622562880031152,0.287374608690438,1
-0.0316078443911587,0.303005353314537,-0.0704288059003498,-0.1884525906085409,0.5106395882079959,1
-0.5040310822861164,0.5928986426267416,-0.1493195511420565,0.4340017836718815,0.0926303614300434,1
-0.364556364816246,-0.2289293339647085,-0.1425993612598072,-0.0991671381869465,0.160870434287538,1
-0.4245746377259827,-0.2826400008145742,-0.009889266598268,-0.0136300128682674,0.181468946239985,1
0.1022423971312677,0.1934769326267778,-0.140013247537413,0.2599255493008162,-0.2043382730624492,1
0.2347339146412524,-0.6326042000110382,-0.1235305108144163,0.0824318657908136,0.5346328972936392,1
0.569706582075545,-0.0447297269830593,-0.0580432694765044,-0.1597024767488419,0.0407589892908084,1
0.1541640814784107,0.1318419566899549,-0.461330500954439,0.553825891298996,0.2574032676942108,1
0.6125361070557293,0.0712232904951134,0.4722710483454189,0.1121878717440338,-0.0959686206011842,1
